"BACT_628","Helicobacter hepaticus ATCC 51449"
"EUKY_148","Leptosira terrestris"
"EUKY_324","Plasmodium juxtanucleare"
"EUKY_296","Pseudopterogorgia bipinnata"
"EUKY_207","Ptilocaulis walpersi"
"EUKY_149","Rhodomonas salina"
"EUKY_323","Mycosphaerella graminicola"
"EUKY_301","Montastraea franksi"
"EUKY_292","Astrangia sp."
"EUKY_62","Venturia inaequalis"
"EUKY_141","Bryopsis hypnoides"
"EUKY_203","Agelas schmidti"
"EUKY_244","Tetrahymena paravorax"
"EUKY_27","Schizosaccharomyces pombe"
"EUKY_279","Madracis mirabilis"
"EUKY_30","Trametes cingulata"
"EUKY_12","Cryptococcus neoformans"
"EUKY_162","Saccharomyces castellii"
"EUKY_93","Dothidea insculpta"
"EUKY_42","Kryptoperidinium foliaceum"
"EUKY_330","Fusarium proliferatum"
"EUKY_81","Mytilinidion resinicola"
"EUKY_247","Nephroselmis olivacea"
"EUKY_127","Physarum polycephalum"
"EUKY_43","Paramecium caudatum"
"EUKY_235","Suberites domuncula"
"EUKY_178","Aspergillus niger"
"EUKY_96","Coprinus comatus"
"EUKY_303","Gracilaria tenuistipitata"
"EUKY_3","Candida subhashii"
"EUKY_29","Hartmannella vermiformis"
"EUKY_285","Chrysopathes formosa"
"EUKY_142","Parachlorella kessleri"
"EUKY_328","Pichia canadensis"
"EUKY_13","Ostreococcus lucimarinus"
"EUKY_28","Gibberella zeae"
"EUKY_259","Dictyostelium firmibasis"
"EUKY_31","Candida sojae"
"EUKY_74","Corynespora cassiicola"
"EUKY_60","Tetraplosphaeria sasicola"
"EUKY_268","Schizosaccharomyces japonicus"
"EUKY_89","Westerdykella cylindrica"
"EUKY_80","Oedohysterium insidens"
"EUKY_252","Saprolegnia ferax"
"EUKY_270","Cafeteria roenbergensis"
"EUKY_186","Saccharina japonica"
"EUKY_99","Trichoplax adhaerens"
"EUKY_9","Naegleria gruberi"
"EUKY_5","Phakopsora pachyrhizi"
"EUKY_219","Keratoisidinae sp."
"EUKY_272","Polytomella capuana"
"EUKY_121","Smittium culisetae"
"EUKY_20","Reclinomonas americana"
"EUKY_113","Leishmania braziliensis"
"EUKY_246","Aspergillus oryzae"
"EUKY_256","Gracilaria chilensis"
"EUKY_24","Brettanomyces custersianus"
"EUKY_175","Pneumocystis carinii"
"EUKY_161","Saccharomyces servazzii"
"EUKY_188","Aspergillus nidulans"
"EUKY_181","Saccharina angustata"
"EUKY_192","Arthroderma obtusum"
"EUKY_39","Scheffersomyces stipitis"
"EUKY_110","Paulinella chromatophora"
"EUKY_176","Ircinia strobilina"
"EUKY_128","Scenedesmus obliquus"
"EUKY_98","Placozoan sp."
"EUKY_317","Phytophthora ramorum"
"EUKY_7","Proteromonas lacertae"
"EUKY_45","Hydra oligactis"
"EUKY_54","Podospora anserina"
"EUKY_153","Euglena longa"
"EUKY_41","Durinskia baltica"
"EUKY_92","Aliquandostipite khaoyaiensis"
"EUKY_158","Epidermophyton floccosum"
"EUKY_264","Zygosaccharomyces fermentati"
"EUKY_260","Dictyostelium giganteum"
"EUKY_214","Amphimedon compressa"
"VIRL_134","Abaca bunchy top virus DNA-M"
"VIRL_136","Abaca bunchy top virus DNA-N"
"VIRL_133","Abaca bunchy top virus DNA-R"
"VIRL_135","Abaca bunchy top virus DNA-S"
"VIRL_2784","Abaca bunchy top virus segment 2"
"VIRL_2783","Abaca bunchy top virus segment 5"
"VIRL_2740","Abalone shriveling syndrome-associated virus"
"VIRL_1325","Abelson murine leukemia virus"
"VIRL_271","Abutilon Brazil virus DNA A"
"VIRL_270","Abutilon Brazil virus DNA B"
"VIRL_3400","Abutilon mosaic virus DNA A"
"VIRL_3399","Abutilon mosaic virus DNA B"
"VIRL_1101","Acanthamoeba polyphaga mimivirus"
"VIRL_1883","Acanthocystis turfacea Chlorella virus 1"
"VIRL_2422","Acheta domesticus densovirus"
"VIRL_2398","Acholeplasma phage L2"
"VIRL_2402","Acholeplasma phage MV-L1"
"VIRL_1716","Acidianus bottle-shaped virus"
"VIRL_640","Acidianus filamentous virus 1"
"VIRL_557","Acidianus filamentous virus 2"
"VIRL_546","Acidianus filamentous virus 3"
"VIRL_549","Acidianus filamentous virus 6"
"VIRL_548","Acidianus filamentous virus 7"
"VIRL_547","Acidianus filamentous virus 8"
"VIRL_540","Acidianus filamentous virus 9"
"VIRL_554","Acidianus rod-shaped virus 1"
"VIRL_466","Acidianus spindle-shaped virus 1"
"VIRL_604","Acidianus two-tailed virus"
"VIRL_2622","Acinetobacter phage AP205"
"VIRL_3505","Aconitum latent virus"
"VIRL_2537","Actinomyces phage Av-1"
"VIRL_2077","Actinoplanes phage phiAsp2"
"VIRL_3354","Acute bee paralysis virus"
"VIRL_2628","Acyrthosiphon pisum bacteriophage APSE-1"
"VIRL_1216","Acyrthosiphon pisum virus"
"VIRL_920","Adeno-associated virus - 1"
"VIRL_3486","Adeno-associated virus - 2"
"VIRL_218","Adeno-associated virus - 3"
"VIRL_922","Adeno-associated virus - 4"
"VIRL_905","Adeno-associated virus - 7"
"VIRL_904","Adeno-associated virus - 8"
"VIRL_2929","Adeno-associated virus 5"
"VIRL_2119","Adoxophyes honmai NPV"
"VIRL_1142","Adoxophyes orana granulovirus"
"VIRL_3533","Adoxophyes orana nucleopolyhedrovirus"
"VIRL_3577","Adult diarrheal rotavirus strain J19"
"VIRL_3575","Adult diarrheal rotavirus strain J19"
"VIRL_3574","Adult diarrheal rotavirus strain J19"
"VIRL_3576","Adult diarrheal rotavirus strain J19"
"VIRL_3570","Adult diarrheal rotavirus strain J19"
"VIRL_3571","Adult diarrheal rotavirus strain J19"
"VIRL_3573","Adult diarrheal rotavirus strain J19"
"VIRL_3578","Adult diarrheal rotavirus strain J19"
"VIRL_3572","Adult diarrheal rotavirus strain J19"
"VIRL_2883","Adult diarrheal rotavirus strain J19"
"VIRL_2884","Adult diarrheal rotavirus strain J19"
"VIRL_826","Aedes aegypti densovirus"
"VIRL_2155","Aedes albopictus densovirus"
"VIRL_125","Aedes flavivirus"
"VIRL_1567","Aedes pseudoscutellaris reovirus segment 1"
"VIRL_1566","Aedes pseudoscutellaris reovirus segment 2"
"VIRL_1565","Aedes pseudoscutellaris reovirus segment 3"
"VIRL_1564","Aedes pseudoscutellaris reovirus segment 4"
"VIRL_1563","Aedes pseudoscutellaris reovirus segment 5"
"VIRL_1562","Aedes pseudoscutellaris reovirus segment 6"
"VIRL_1561","Aedes pseudoscutellaris reovirus segment 7"
"VIRL_1560","Aedes pseudoscutellaris reovirus segment 8"
"VIRL_1559","Aedes pseudoscutellaris reovirus segment 9"
"VIRL_1927","Aedes taeniorhynchus iridescent virus"
"VIRL_586","Aeromonas phage 25"
"VIRL_617","Aeromonas phage 31"
"VIRL_648","Aeromonas phage 44RR2.8t"
"VIRL_646","Aeromonas phage Aeh1"
"VIRL_560","Aeromonas phage phiO18P"
"VIRL_2493","African cassava mosaic virus DNA A"
"VIRL_2492","African cassava mosaic virus DNA B"
"VIRL_656","African green monkey polyomavirus"
"VIRL_165","African horsesickness virus chromosome segment 5"
"VIRL_351","African horsesickness virus chromosome segment 9"
"VIRL_745","African horsesickness virus segment 1"
"VIRL_2946","African horsesickness virus segment 10"
"VIRL_1021","African horsesickness virus segment 2"
"VIRL_2938","African horsesickness virus segment 3"
"VIRL_2943","African horsesickness virus segment 4"
"VIRL_2937","African horsesickness virus segment 6"
"VIRL_2944","African horsesickness virus segment 7"
"VIRL_2939","African horsesickness virus segment 8"
"VIRL_2669","African oil palm ringspot virus"
"VIRL_1272","African swine fever virus"
"VIRL_3289","Ageratum enation virus"
"VIRL_2642","Ageratum leaf Cameroon betasatellite"
"VIRL_3014","Ageratum leaf curl disease associated sequence virion"
"VIRL_2061","Ageratum leaf curl virus - [G52]"
"VIRL_2722","Ageratum yellow leaf curl beta Pakistan:Lahore"
"VIRL_3126","Ageratum yellow vein China virus"
"VIRL_2896","Ageratum yellow vein China virus-associated DNA beta"
"VIRL_853","Ageratum yellow vein Hualian virus-[Taiwan:Hsinchu:2003] DNA A"
"VIRL_919","Ageratum yellow vein Sri Lanka virus segment A"
"VIRL_3044","Ageratum yellow vein Taiwan virus"
"VIRL_3045","Ageratum yellow vein virus"
"VIRL_1507","Ageratum yellow vein virus-associated DNA 1"
"VIRL_3294","Ageratum yellow vein virus-associated DNA beta"
"VIRL_279","Aggregatibacter phage S1249"
"VIRL_1454","Agropyron mosaic virus"
"VIRL_1598","Agrotis ipsilon multiple nucleopolyhedrovirus"
"VIRL_975","Agrotis segetum granulovirus"
"VIRL_955","Agrotis segetum nucleopolyhedrovirus"
"VIRL_3402","Aichi virus"
"VIRL_1673","Akabane virus segment L"
"VIRL_2801","Akabane virus segment M"
"VIRL_2800","Akabane virus segment S"
"VIRL_61","Alcelaphine herpesvirus 1"
"VIRL_1271","Aleutian mink disease virus"
"VIRL_2386","Alfalfa mosaic virus RNA 1"
"VIRL_3462","Alfalfa mosaic virus RNA 2"
"VIRL_3461","Alfalfa mosaic virus RNA 3"
"VIRL_1539","Algerian watermelon mosaic virus"
"VIRL_3067","Alkhurma virus"
"VIRL_845","Allamanda leaf curl virus DNA-A"
"VIRL_1584","Allium virus X"
"VIRL_1660","Allpahuayo virus segment L"
"VIRL_2787","Allpahuayo virus segment S"
"VIRL_2004","Alstroemeria virus x"
"VIRL_1957","Alternanthera mosaic virus"
"VIRL_2893","Alternanthera yellow vein virus DNA-A"
"VIRL_1698","Alternanthera yellow vein virus satellite DNA beta"
"VIRL_1299","Alternaria alternata dsRNA mycovirus segment L"
"VIRL_1292","Alternaria alternata dsRNA mycovirus segment M1"
"VIRL_1291","Alternaria alternata dsRNA mycovirus segment M2"
"VIRL_1290","Alternaria alternata dsRNA mycovirus segment S"
"VIRL_2788","Amapari virus segment L"
"VIRL_2789","Amapari virus segment S"
"VIRL_2795","Amasya cherry disease associated chrysovirus segment 1"
"VIRL_2796","Amasya cherry disease associated chrysovirus segment 2"
"VIRL_2797","Amasya cherry disease associated chrysovirus segment 3"
"VIRL_2798","Amasya cherry disease associated chrysovirus segment 4"
"VIRL_2918","Amasya cherry disease-associated mycovirus"
"VIRL_2919","Amasya cherry disease-associated mycovirus"
"VIRL_2963","Ambystoma tigrinum virus"
"VIRL_3650","American grass carp reovirus segment 1"
"VIRL_3642","American grass carp reovirus segment 10"
"VIRL_3641","American grass carp reovirus segment 11"
"VIRL_3649","American grass carp reovirus segment 2"
"VIRL_3648","American grass carp reovirus segment 3"
"VIRL_3647","American grass carp reovirus segment 4"
"VIRL_2777","American grass carp reovirus segment 5"
"VIRL_3646","American grass carp reovirus segment 6"
"VIRL_3645","American grass carp reovirus segment 7"
"VIRL_3644","American grass carp reovirus segment 8"
"VIRL_3643","American grass carp reovirus segment 9"
"VIRL_1233","American plum line pattern virus RNA1"
"VIRL_1232","American plum line pattern virus RNA2"
"VIRL_1231","American plum line pattern virus RNA3"
"VIRL_686","Amsacta moorei entomopoxvirus 'L'"
"VIRL_3514","Anagyris vein yellowing virus"
"VIRL_1229","Andes virus segment L"
"VIRL_1230","Andes virus segment M"
"VIRL_3284","Andes virus segment S"
"VIRL_1332","Angelonia flower break virus"
"VIRL_767","Anguillid herpesvirus 1"
"VIRL_3562","Anopheles gambiae densonucleosis virus"
"VIRL_2859","Antheraea pernyi nucleopolyhedrovirus"
"VIRL_1900","Anticarsia gemmatalis nucleopolyhedrovirus"
"VIRL_1194","Aphid lethal paralysis virus"
"VIRL_2248","Apoi virus"
"VIRL_3483","Apple chlorotic leaf spot virus"
"VIRL_2219","Apple latent spherical virus segment 1"
"VIRL_2218","Apple latent spherical virus segment 2"
"VIRL_2308","Apple mosaic virus RNA 1"
"VIRL_2307","Apple mosaic virus RNA 2"
"VIRL_3275","Apple mosaic virus RNA 3"
"VIRL_3423","Apple stem grooving virus"
"VIRL_3285","Apple stem pitting virus"
"VIRL_2407","Apricot pseudo-chlorotic leaf spot virus"
"VIRL_1979","Aquareovirus A segment 1"
"VIRL_1441","Aquareovirus A segment 10"
"VIRL_1440","Aquareovirus A segment 11"
"VIRL_2875","Aquareovirus A segment 2"
"VIRL_1978","Aquareovirus A segment 3"
"VIRL_1444","Aquareovirus A segment 4"
"VIRL_1439","Aquareovirus A segment 6"
"VIRL_1443","Aquareovirus A segment 8"
"VIRL_1442","Aquareovirus A segment 9"
"VIRL_2295","Arabis mosaic virus large satellite RNA"
"VIRL_2931","Arabis mosaic virus RNA 1"
"VIRL_2932","Arabis mosaic virus RNA 2"
"VIRL_2384","Arabis mosaic virus small satellite RNA"
"VIRL_1888","Archaeal BJ1 virus"
"VIRL_2403","Artichoke mottled crinkle virus"
"VIRL_1364","Asparagus virus 2 RNA 1"
"VIRL_1363","Asparagus virus 2 RNA 2"
"VIRL_1595","Asparagus virus 2 RNA 3"
"VIRL_1648","Asparagus virus 3"
"VIRL_3549","Astrovirus MLB1"
"VIRL_50","Astrovirus MLB1 HK05"
"VIRL_1341","Astrovirus VA1"
"VIRL_695","Ateline herpesvirus 3"
"VIRL_2306","Atkinsonella hypoxylon partitivirus RNA 1"
"VIRL_2305","Atkinsonella hypoxylon partitivirus RNA 2"
"VIRL_2304","Atkinsonella hypoxylon partitivirus RNA 3"
"VIRL_1036","Atlantic salmon swim bladder sarcoma virus"
"VIRL_1493","Aura virus"
"VIRL_1236","Australian bat lyssavirus"
"VIRL_764","Autographa californica nucleopolyhedrovirus"
"VIRL_3021","Avian adeno-associated virus ATCC VR-865"
"VIRL_205","Avian adeno-associated virus strain DA-1"
"VIRL_2400","Avian carcinoma virus"
"VIRL_3136","Avian encephalomyelitis virus"
"VIRL_2953","Avian endogenous retrovirus EAV-HP"
"VIRL_2494","Avian infectious bronchitis virus"
"VIRL_3484","Avian leukosis virus - RSA"
"VIRL_2871","Avian metapneumovirus"
"VIRL_1264","Avian myelocytomatosis virus"
"VIRL_990","Avian paramyxovirus 6"
"VIRL_987","Avian sapelovirus"
"VIRL_2709","Azospirillum phage Cd"
"VIRL_1552","Bacillus phage 0305phi8-36"
"VIRL_515","Bacillus phage AP50"
"VIRL_2608","Bacillus phage B103"
"VIRL_2588","Bacillus phage Bam35c"
"VIRL_1569","Bacillus phage BCJA1c"
"VIRL_2003","Bacillus phage Cherry"
"VIRL_1954","Bacillus phage Fah"
"VIRL_2624","Bacillus phage GA-1"
"VIRL_2889","Bacillus phage Gamma"
"VIRL_2568","Bacillus phage GIL16c"
"VIRL_3586","Bacillus phage IEBH"
"VIRL_2715","Bacillus phage phi105"
"VIRL_536","Bacillus phage phi29"
"VIRL_2365","Bacillus phage SPBc2"
"VIRL_1343","Bacillus phage SPO1"
"VIRL_2424","Bacillus phage SPP1"
"VIRL_507","Bacillus phage TP21-L"
"VIRL_2560","Bacillus phage WBeta"
"VIRL_1395","Bacillus prophage phBC6A51"
"VIRL_1394","Bacillus prophage phBC6A52"
"VIRL_1687","Bacillus virus 1"
"VIRL_2413","Bacteriophage Aaphi23"
"VIRL_511","Bacteriophage APSE-2"
"VIRL_2680","Bacteriophage PSA"
"VIRL_3584","Bacteroides phage B40-8"
"VIRL_2666","Bagaza virus"
"VIRL_3437","Bamboo mosaic virus"
"VIRL_1228","Bamboo mosaic virus satellite RNA"
"VIRL_429","Banana bract mosaic virus"
"VIRL_3276","Banana bunchy top virus DNA 1"
"VIRL_3280","Banana bunchy top virus DNA 2"
"VIRL_3282","Banana bunchy top virus DNA 3"
"VIRL_3281","Banana bunchy top virus DNA 4"
"VIRL_3278","Banana bunchy top virus DNA 5"
"VIRL_3279","Banana bunchy top virus DNA 6"
"VIRL_3637","Banana mild mosaic virus"
"VIRL_1446","Banana streak GF virus"
"VIRL_2911","Banana streak Mysore virus"
"VIRL_2311","Banana streak OL virus"
"VIRL_2861","Banana streak virus"
"VIRL_3669","Banana streak virus strain Acuminata Vietnam"
"VIRL_550","Bandicoot papillomatosis carcinomatosis virus type 1"
"VIRL_537","Bandicoot papillomatosis carcinomatosis virus type 2"
"VIRL_147","Banna virus segment 1"
"VIRL_3106","Banna virus segment 10"
"VIRL_3107","Banna virus segment 11"
"VIRL_3108","Banna virus segment 12"
"VIRL_146","Banna virus segment 2"
"VIRL_145","Banna virus segment 3"
"VIRL_144","Banna virus segment 4"
"VIRL_143","Banna virus segment 5"
"VIRL_142","Banna virus segment 6"
"VIRL_3103","Banna virus segment 7"
"VIRL_3104","Banna virus segment 8"
"VIRL_3105","Banna virus segment 9"
"VIRL_1327","Barfin flounder nervous necrosis virus RNA 1"
"VIRL_1326","Barfin flounder nervous necrosis virus RNA 2"
"VIRL_2646","Barfin flounder virus BF93Hok RNA1"
"VIRL_2645","Barfin flounder virus BF93Hok RNA2"
"VIRL_855","Barley dwarf virus"
"VIRL_3272","Barley mild mosaic virus RNA 1"
"VIRL_3273","Barley mild mosaic virus RNA2"
"VIRL_3283","Barley stripe mosaic virus RNA 1"
"VIRL_3274","Barley stripe mosaic virus RNA 2"
"VIRL_3277","Barley stripe mosaic virus RNA 3"
"VIRL_2246","Barley yellow dwarf virus - MAV"
"VIRL_2415","Barley yellow dwarf virus - PAV"
"VIRL_1190","Barley yellow dwarf virus-GAV"
"VIRL_2352","Barley yellow dwarf virus-PAS"
"VIRL_3343","Barley yellow mosaic virus RNA 1"
"VIRL_3342","Barley yellow mosaic virus RNA 2"
"VIRL_2474","Barmah Forest virus"
"VIRL_432","Basella rugose mosaic virus"
"VIRL_33","Bat adeno-associated virus YNM"
"VIRL_3672","Bat coronavirus (BtCoV/133/2005)"
"VIRL_1545","Bat coronavirus 1A"
"VIRL_1546","Bat coronavirus 1B"
"VIRL_52","Bat coronavirus BM48-31/BGR/2008"
"VIRL_2794","Bat coronavirus HKU2"
"VIRL_2811","Bat coronavirus HKU3"
"VIRL_2834","Bat coronavirus HKU4-1"
"VIRL_2833","Bat coronavirus HKU5-1"
"VIRL_1544","Bat coronavirus HKU8"
"VIRL_2832","Bat coronavirus HKU9-1"
"VIRL_138","Bat SARS CoV Rf1/2004"
"VIRL_137","Bat SARS CoV Rm1/2004"
"VIRL_1688","Bat SARS CoV Rp3/2004"
"VIRL_1516","Bdellovibrio phage phiMH2K"
"VIRL_921","Beak and feather disease virus"
"VIRL_2300","Bean calico mosaic virus DNA A"
"VIRL_2299","Bean calico mosaic virus DNA B"
"VIRL_3130","Bean common mosaic necrosis virus"
"VIRL_3296","Bean common mosaic virus"
"VIRL_1531","Bean dwarf mosaic virus DNA A"
"VIRL_1532","Bean dwarf mosaic virus DNA B"
"VIRL_2176","Bean golden mosaic virus DNA A"
"VIRL_2175","Bean golden mosaic virus DNA B"
"VIRL_3476","Bean golden yellow mosaic virus DNA A"
"VIRL_3477","Bean golden yellow mosaic virus DNA B"
"VIRL_372","Bean leafroll virus"
"VIRL_3268","Bean pod mottle virus RNA 1"
"VIRL_3269","Bean pod mottle virus RNA 2"
"VIRL_1646","Bean yellow dis virus RNA 1"
"VIRL_1645","Bean yellow dis virus RNA 2"
"VIRL_3270","Bean yellow dwarf virus"
"VIRL_3271","Bean yellow mosaic virus"
"VIRL_2786","Bear Canyon virus segment L"
"VIRL_2785","Bear Canyon virus segment S"
"VIRL_3061","Beet black scorch virus"
"VIRL_1309","Beet black scorch virus satellite RNA"
"VIRL_3345","Beet chlorosis virus"
"VIRL_445","Beet cryptic virus 1 RNA 1"
"VIRL_444","Beet cryptic virus 1 RNA 2"
"VIRL_2779","Beet curly top Iran virus-[K]"
"VIRL_2497","Beet curly top virus - California [Logan]"
"VIRL_3025","Beet mild curly top virus - [Worland4]"
"VIRL_2436","Beet mild yellowing virus"
"VIRL_2973","Beet mosaic virus"
"VIRL_3265","Beet necrotic yellow vein virus RNA 1"
"VIRL_2434","Beet necrotic yellow vein virus RNA 2"
"VIRL_3264","Beet necrotic yellow vein virus RNA 3"
"VIRL_3263","Beet necrotic yellow vein virus RNA 4"
"VIRL_3266","Beet necrotic yellow vein virus RNA 5"
"VIRL_1320","Beet pseudo-yellows virus RNA 1"
"VIRL_1319","Beet pseudo-yellows virus RNA 2"
"VIRL_2244","Beet ringspot virus RNA 1"
"VIRL_2243","Beet ringspot virus RNA 2"
"VIRL_3024","Beet severe curly top virus - Cfh"
"VIRL_3508","Beet soil-borne mosaic virus RNA 2"
"VIRL_3507","Beet soil-borne mosaic virus RNA1"
"VIRL_1227","Beet soil-borne mosaic virus RNA3"
"VIRL_1226","Beet soil-borne mosaic virus RNA4"
"VIRL_3260","Beet soil-borne virus RNA 1"
"VIRL_3262","Beet soil-borne virus RNA 2"
"VIRL_3261","Beet soil-borne virus RNA 3"
"VIRL_1579","Beet virus Q RNA 1"
"VIRL_2297","Beet virus Q RNA 2"
"VIRL_2296","Beet virus Q RNA 3"
"VIRL_1207","Beet western yellows ST9 associated virus"
"VIRL_2115","Beet western yellows virus"
"VIRL_3444","Beet yellows virus"
"VIRL_2910","Begomovirus-associated DNA-II"
"VIRL_1447","Begomovirus-associated DNA-III"
"VIRL_1955","Beilong virus"
"VIRL_1689","Bell pepper mottle tobamovirus"
"VIRL_993","Beluga Whale coronavirus SW1"
"VIRL_265","Bettongia penicillata papillomavirus 1"
"VIRL_2685","Bhendi yellow vein Bhubhaneswar virus DNA-A"
"VIRL_1594","Bhendi yellow vein Delhi virus [2004:New Delhi] DNA-A"
"VIRL_3290","Bhendi yellow vein mosaic virus"
"VIRL_3293","Bhendi yellow vein mosaic virus-associated DNA beta"
"VIRL_175","Bidens mottle virus"
"VIRL_1035","Bitter gourd leaf curl disease-associated DNA beta"
"VIRL_723","BK polyomavirus"
"VIRL_2399","Black beetle virus"
"VIRL_2357","Black beetle virus RNA 2"
"VIRL_366","Black queen cell virus"
"VIRL_434","Black raspberry necrosis virus RNA1"
"VIRL_770","Black raspberry necrosis virus RNA2"
"VIRL_1677","Black raspberry virus F"
"VIRL_446","Blackberry chlorotic ringspot virus"
"VIRL_448","Blackberry chlorotic ringspot virus RNA1"
"VIRL_447","Blackberry chlorotic ringspot virus RNA2"
"VIRL_3660","Blackberry virus Y"
"VIRL_425","Blackberry yellow vein-associated virus RNA1"
"VIRL_141","Blackberry yellow vein-associated virus RNA2"
"VIRL_2301","Blackcurrant reversion virus RNA 2"
"VIRL_2298","Blackcurrant reversion virus RNA1"
"VIRL_1214","Blackcurrant reversion virus satellite RNA"
"VIRL_848","Blainvillea yellow spot virus DNA-A"
"VIRL_847","Blainvillea yellow spot virus DNA-B"
"VIRL_909","Blattella germanica densovirus"
"VIRL_2076","Blotched snakehead virus"
"VIRL_2075","Blotched snakehead virus"
"VIRL_760","Blueberry red ringspot virus"
"VIRL_2435","Blueberry scorch virus"
"VIRL_2935","Bluetongue virus segment 1"
"VIRL_2940","Bluetongue virus segment 10"
"VIRL_2942","Bluetongue virus segment 2"
"VIRL_2941","Bluetongue virus segment 3"
"VIRL_2934","Bluetongue virus segment 4"
"VIRL_2933","Bluetongue virus segment 5"
"VIRL_2945","Bluetongue virus segment 6"
"VIRL_2936","Bluetongue virus segment 7"
"VIRL_2948","Bluetongue virus segment 8"
"VIRL_2947","Bluetongue virus segment 9"
"VIRL_76","Bocavirus gorilla/GBoV1/2009"
"VIRL_407","Bombyx mandarina nucleopolyhedrovirus"
"VIRL_2702","Bombyx mori cypovirus 1 satellite RNA"
"VIRL_2154","Bombyx mori densovirus 5"
"VIRL_387","Bombyx mori NPV"
"VIRL_2162","Boolarra virus RNA 2"
"VIRL_1197","Boolarra virus RNA1"
"VIRL_3222","B disease virus X818"
"VIRL_2409","Bordetella phage BIP-1"
"VIRL_2410","Bordetella phage BMP-1"
"VIRL_2584","Bordetella phage BPP-1"
"VIRL_36","Borna disease virus"
"VIRL_1652","Botryotinia fuckeliana partitivirus 1 RNA1"
"VIRL_1651","Botryotinia fuckeliana partitivirus 1 RNA2"
"VIRL_1650","Botryotinia fuckeliana partitivirus 1 RNA3"
"VIRL_1722","Botryotinia fuckeliana totivirus 1"
